ID,brand,model,vehiclenumber,cost,status,duration
54529,bajaj1,,21,24751,,0
54530,honda,,59,50789,,0
54531,suzuki,,58,48413,,0
54532,suzuki25,,67,32771,,0
54533,bajaj,,25,32889,,0
54534,bajaj1,,60,40543,,0
54535,honda,,24,22435,,0
54536,suzuki,,59,20842,,0
54537,suzuki25,,57,28486,,0
54538,bajaj,,48,37208,,0
54539,bajaj1,,38,38995,,0
54540,honda,,36,34482,,0
54541,suzuki,,69,37038,,0
54542,suzuki25,,44,47271,,0
54543,bajaj,,63,50215,,0
54544,bajaj1,,27,30116,,0
54545,honda,,21,39339,,0
54546,suzuki,,61,43556,,0
54547,suzuki25,,36,41147,,0
54548,bajaj,,23,39368,,0
54549,bajaj1,,47,45854,,0
54550,honda,,55,44714,,0
54551,suzuki,,58,24275,,0
54552,suzuki25,,57,21231,,0
54553,bajaj,,45,44106,,0
54554,bajaj1,,31,34971,,0
54555,honda,,45,38100,,0
54556,suzuki,,68,45993,,0
54557,suzuki25,,36,48471,,0
54558,bajaj,,53,51804,,0
54559,bajaj1,,67,51526,,0
54560,honda,,26,24528,,0
54561,suzuki,,29,22992,,0
54562,suzuki25,,53,48340,,0
54563,bajaj,,65,36184,,0
54564,bajaj1,,52,31484,,0
54565,honda,,43,37670,,0
54566,suzuki,,56,22001,,0
54567,suzuki25,,36,42844,,0
54568,bajaj,,22,42764,,0
54569,bajaj1,,56,35627,,0
54570,honda,,27,48931,,0
54571,suzuki,,25,52550,,0
54572,suzuki25,,39,37539,,0
54573,bajaj,,23,30359,,0
54574,bajaj1,,68,27615,,0
54575,honda,,34,28466,,0
54576,suzuki,,50,38824,,0
54577,suzuki25,,52,44935,,0
54578,bajaj,,33,49182,,0
54579,bajaj1,,50,37339,,0
54580,honda,,46,27077,,0
54581,suzuki,,26,22521,,0
54582,suzuki25,,58,50908,,0
54583,bajaj,,44,47396,,0
54584,bajaj1,,43,21738,,0
54585,honda,,53,35921,,0
54586,suzuki,,66,30873,,0
54587,suzuki25,,32,25235,,0
54588,bajaj,,67,35783,,0
54589,bajaj1,,35,42455,,0
54590,honda,,35,37339,,0
54591,suzuki,,50,36817,,0
54592,suzuki25,,61,34389,,0
54593,bajaj,,43,36150,,0
54594,bajaj1,,63,31146,,0
54595,honda,,54,24876,,0
54596,suzuki,,20,28750,,0
54597,suzuki25,,54,40191,,0
54598,bajaj,,36,47122,,0
54599,bajaj1,,36,49173,,0
54600,honda,,23,42928,,0
54601,suzuki,,26,37924,,0
54602,suzuki25,,50,31908,,0
54603,bajaj,,58,39330,,0
54604,bajaj1,,43,52030,,0
54605,honda,,51,39037,,0
54606,suzuki,,32,46326,,0
54607,suzuki25,,30,43277,,0
54608,bajaj,,29,22783,,0
54609,bajaj1,,64,51527,,0
54610,honda,,30,45855,,0
54611,suzuki,,37,21043,,0
54612,suzuki25,,40,23741,,0
54613,bajaj,,34,24992,,0
54614,bajaj1,,40,25660,,0
54615,honda,,24,35862,,0
54616,suzuki,,60,44679,,0
54617,suzuki25,,27,27404,,0
54618,bajaj,,62,38637,,0
54619,bajaj1,,28,23387,,0
54620,honda,,44,49456,,0
54621,suzuki,,49,32755,,0
54622,suzuki25,,58,20952,,0
54623,bajaj,,69,23756,,0
54624,bajaj1,,22,32973,,0
54625,honda,,22,40480,,0
54626,suzuki,,38,47653,,0
54627,suzuki25,,51,24536,,0
54628,bajaj,,27,49467,,0
54629,bajaj1,,61,35140,,0
54630,honda,,20,35329,,0
54631,suzuki,,28,37134,,0
54632,suzuki25,,46,48279,,0
54633,bajaj,,21,48497,,0
54634,bajaj1,,60,38684,,0
54635,honda,,61,46246,,0
54636,suzuki,,34,41412,,0
54637,suzuki25,,48,29087,,0
54638,bajaj,,65,26922,,0
54639,bajaj1,,51,28920,,0
54640,honda,,28,45800,,0
54641,suzuki,,38,43563,,0
54642,suzuki25,,59,24678,,0
54643,bajaj,,49,43267,,0
54644,bajaj1,,39,29679,,0
54645,honda,,29,23379,,0
54646,suzuki,,30,27658,,0
54647,suzuki25,,36,26343,,0
54648,bajaj,,64,26887,,0
54649,bajaj1,,47,39867,,0
54650,honda,,34,20696,,0
54651,suzuki,,52,22123,,0
54652,suzuki25,,29,25890,,0
54653,bajaj,,63,26347,,0
54654,bajaj1,,26,32660,,0
54655,honda,,29,20344,,0
54656,suzuki,,41,26744,,0
54657,suzuki25,,42,28622,,0
54658,bajaj,,55,31623,,0
54659,bajaj1,,38,28828,,0
54660,honda,,50,36610,,0
54661,suzuki,,59,33589,,0
54662,suzuki25,,60,20734,,0
54663,bajaj,,61,51592,,0
54664,bajaj1,,66,36608,,0
54665,honda,,62,31314,,0
54666,suzuki,,31,39881,,0
54667,suzuki25,,26,38290,,0
54668,bajaj,,32,51059,,0
54669,bajaj1,,22,48446,,0
54670,honda,,67,40381,,0
54671,suzuki,,59,34356,,0
54672,suzuki25,,37,24228,,0
54673,bajaj,,59,21875,,0
54674,bajaj1,,37,25907,,0
54675,honda,,41,40331,,0
54676,suzuki,,57,28827,,0
54677,suzuki25,,49,36946,,0
54678,bajaj,,52,33670,,0
54679,bajaj1,,28,39129,,0
54680,honda,,60,52649,,0
54681,suzuki,,60,45470,,0
54682,suzuki25,,64,21400,,0
54683,bajaj,,69,27395,,0
54684,bajaj1,,33,51423,,0
54685,honda,,30,46591,,0
54686,suzuki,,64,20558,,0
54687,suzuki25,,52,50964,,0
54688,bajaj,,68,38548,,0
54689,bajaj1,,28,42369,,0
54690,honda,,58,31504,,0
54691,suzuki,,25,47800,,0
54692,suzuki25,,26,47843,,0
54693,bajaj,,46,30226,,0
54694,bajaj1,,40,21066,,0
54695,honda,,56,22722,,0
54696,suzuki,,51,34859,,0
54697,suzuki25,,37,32264,,0
54698,bajaj,,21,22509,,0
54699,bajaj1,,27,29607,,0
54700,honda,,24,44429,,0
54701,suzuki,,52,30360,,0
54702,suzuki25,,68,42990,,0
54703,bajaj,,37,26624,,0
54704,bajaj1,,67,21873,,0
54705,honda,,61,36448,,0
54706,suzuki,,20,40646,,0
54707,suzuki25,,50,30475,,0
54708,bajaj,,60,21506,,0
54709,bajaj1,,21,35806,,0
54710,honda,,37,36849,,0
54711,suzuki,,25,45355,,0
54712,suzuki25,,53,26029,,0
54713,bajaj,,45,32758,,0
54714,bajaj1,,54,35951,,0
54715,honda,,43,28772,,0
54716,suzuki,,67,32166,,0
54717,suzuki25,,34,34928,,0
54718,bajaj,,61,47430,,0
54719,bajaj1,,44,25312,,0
54720,honda,,55,42083,,0
54721,suzuki,,54,41591,,0
54722,suzuki25,,47,46590,,0
54723,bajaj,,22,42349,,0
54724,bajaj1,,31,26143,,0
54725,honda,,41,36124,,0
54726,suzuki,,46,37668,,0
54727,suzuki25,,61,28156,,0
54728,bajaj,,28,20824,,0
54729,bajaj1,,51,48081,,0
54730,honda,,41,22727,,0
54731,suzuki,,22,50723,,0
54732,suzuki25,,61,34129,,0
54733,bajaj,,66,22767,,0
54734,bajaj1,,33,40190,,0
54735,honda,,46,21916,,0
54736,suzuki,,25,20625,,0
54737,suzuki25,,44,22576,,0
54738,bajaj,,63,43616,,0
54739,bajaj1,,62,48324,,0
54740,honda,,31,24418,,0
54741,suzuki,,32,39222,,0
54742,suzuki25,,58,46730,,0
54743,bajaj,,69,32541,,0
54744,bajaj1,,47,31315,,0
54745,honda,,49,39426,,0
54746,suzuki,,38,43165,,0
54747,suzuki25,,26,32205,,0
54748,bajaj,,59,21687,,0
54749,bajaj1,,47,47485,,0
54750,honda,,23,28605,,0
54751,suzuki,,27,33308,,0
54752,suzuki25,,21,27428,,0
54753,bajaj,,64,35314,,0
54754,bajaj1,,31,27027,,0
54755,honda,,45,22522,,0
54756,suzuki,,21,29172,,0
54757,suzuki25,,54,45970,,0
54758,bajaj,,49,22732,,0
54759,bajaj1,,30,30838,,0
54760,honda,,46,21447,,0
54761,suzuki,,59,26351,,0
54762,suzuki25,,30,27544,,0
54763,bajaj,,50,50248,,0
54764,bajaj1,,65,49151,,0
54765,honda,,40,24450,,0
54766,suzuki,,26,21035,,0
54767,suzuki25,,36,20041,,0
54768,bajaj,,57,51523,,0
54769,bajaj1,,25,30246,,0
54770,honda,,34,25920,,0
54771,suzuki,,47,46581,,0
54772,suzuki25,,35,37885,,0
54773,bajaj,,23,50074,,0
54774,bajaj1,,45,23697,,0
54775,honda,,55,37360,,0
54776,suzuki,,66,38108,,0
54777,suzuki25,,49,21250,,0
54778,bajaj,,46,38240,,0
54779,bajaj1,,33,27262,,0
54780,honda,,21,24402,,0
54781,suzuki,,54,25702,,0
54782,suzuki25,,22,26865,,0
54783,bajaj,,26,50185,,0
54784,bajaj1,,48,33815,,0
54785,honda,,34,48946,,0
54786,suzuki,,40,37646,,0
54787,suzuki25,,69,47519,,0
54788,bajaj,,55,32676,,0
54789,bajaj1,,69,38068,,0
54790,honda,,47,43138,,0
54791,suzuki,,30,42865,,0
54792,suzuki25,,67,47289,,0
54793,bajaj,,64,29346,,0
54794,bajaj1,,62,40350,,0
54795,honda,,39,25941,,0
54796,suzuki,,39,36568,,0
54797,suzuki25,,22,50577,,0
54798,bajaj,,45,23735,,0
54799,bajaj1,,52,37189,,0
54800,honda,,35,30920,,0
54801,suzuki,,39,27519,,0
54802,suzuki25,,39,27814,,0
54803,bajaj,,60,27102,,0
54804,bajaj1,,37,45842,,0
54805,honda,,34,22090,,0
54806,suzuki,,40,42822,,0
54807,suzuki25,,41,47330,,0
54808,bajaj,,47,32391,,0
54809,bajaj1,,28,48694,,0
54810,honda,,32,32762,,0
54811,suzuki,,29,52663,,0
54812,suzuki25,,64,28344,,0
54813,bajaj,,40,25708,,0
54814,bajaj1,,65,23076,,0
54815,honda,,44,34790,,0
54816,suzuki,,57,51325,,0
54817,suzuki25,,36,25973,,0
54818,bajaj,,39,28591,,0
54819,bajaj1,,58,29084,,0
54820,honda,,56,28783,,0
54821,suzuki,,69,39875,,0
54822,suzuki25,,63,51078,,0
54823,bajaj,,64,27180,,0
54824,bajaj1,,55,26989,,0
54825,honda,,39,37416,,0
54826,suzuki,,31,48155,,0
54827,suzuki25,,44,24715,,0
54828,bajaj,,67,25371,,0
54829,bajaj1,,34,34397,,0
54830,honda,,56,37345,,0
54831,suzuki,,60,40402,,0
54832,suzuki25,,38,22622,,0
54833,bajaj,,34,31612,,0
54834,bajaj1,,65,40402,,0
54835,honda,,69,40896,,0
54836,suzuki,,37,48610,,0
54837,suzuki25,,39,23687,,0
54838,bajaj,,38,31722,,0
54839,bajaj1,,55,33589,,0
54840,honda,,45,49300,,0
54841,suzuki,,29,44767,,0
54842,suzuki25,,59,21930,,0
54843,bajaj,,32,32441,,0
54844,bajaj1,,66,37928,,0
54845,honda,,25,21709,,0
54846,suzuki,,59,47254,,0
54847,suzuki25,,20,27891,,0
54848,bajaj,,28,20884,,0
54849,bajaj1,,34,24573,,0
54850,honda,,53,31927,,0
54851,suzuki,,24,26418,,0
54852,suzuki25,,46,26003,,0
54853,bajaj,,51,29694,,0
54854,bajaj1,,61,47897,,0
54855,honda,,48,28647,,0
54856,suzuki,,41,36644,,0
54857,suzuki25,,21,47299,,0
54858,bajaj,,62,21582,,0
54859,bajaj1,,24,44328,,0
54860,honda,,21,28168,,0
54861,suzuki,,58,23845,,0
54862,suzuki25,,21,34538,,0
54863,bajaj,,56,45871,,0
54864,bajaj1,,41,41287,,0
54865,honda,,46,43358,,0
54866,suzuki,,67,38405,,0
54867,suzuki25,,31,24282,,0
54868,bajaj,,33,30123,,0
54869,bajaj1,,43,41360,,0
54870,honda,,48,32700,,0
54871,suzuki,,57,49193,,0
54872,suzuki25,,50,42052,,0
54873,bajaj,,52,47164,,0
54874,bajaj1,,61,50096,,0
54875,honda,,40,38082,,0
54876,suzuki,,40,41186,,0
54877,suzuki25,,27,37067,,0
54878,bajaj,,42,47493,,0
54879,bajaj1,,60,21104,,0
54880,honda,,47,30878,,0
54881,suzuki,,65,21001,,0
54882,suzuki25,,64,30564,,0
54883,bajaj,,28,49568,,0
54884,bajaj1,,36,49234,,0
54885,honda,,29,34981,,0
54886,suzuki,,47,51322,,0
54887,suzuki25,,36,42978,,0
54888,bajaj,,20,37660,,0
54889,bajaj1,,33,39346,,0
54890,honda,,62,45943,,0
54891,suzuki,,69,33390,,0
54892,suzuki25,,37,41183,,0
54893,bajaj,,53,50473,,0
54894,bajaj1,,40,37136,,0
54895,honda,,21,20637,,0
54896,suzuki,,54,52418,,0
54897,suzuki25,,42,47204,,0
54898,bajaj,,32,45694,,0
54899,bajaj1,,63,28268,,0
54900,honda,,58,23471,,0
54901,suzuki,,54,45221,,0
54902,suzuki25,,64,38908,,0
54903,bajaj,,21,32508,,0
54904,bajaj1,,33,45781,,0
54905,honda,,24,44429,,0
54906,suzuki,,57,46924,,0
54907,suzuki25,,54,26388,,0
54908,bajaj,,45,42535,,0
54909,bajaj1,,67,45989,,0
54910,honda,,55,21043,,0
54911,suzuki,,54,22430,,0
54912,suzuki25,,68,22235,,0
54913,bajaj,,41,40665,,0
54914,bajaj1,,48,23800,,0
54915,honda,,31,26662,,0
54916,suzuki,,46,41451,,0
54917,suzuki25,,37,34040,,0
54918,bajaj,,55,29930,,0
54919,bajaj1,,27,49502,,0
54920,honda,,40,40599,,0
54921,suzuki,,43,43061,,0
54922,suzuki25,,23,26327,,0
54923,bajaj,,21,22429,,0
54924,bajaj1,,33,44257,,0
54925,honda,,45,31145,,0
54926,suzuki,,26,50581,,0
54927,suzuki25,,36,46427,,0
54928,bajaj,,67,37904,,0
54929,bajaj1,,21,43983,,0
54930,honda,,46,36989,,0
54931,suzuki,,20,21942,,0
54932,suzuki25,,44,45357,,0
54933,bajaj,,29,21766,,0
54934,bajaj1,,46,27115,,0
54935,honda,,27,36592,,0
54936,suzuki,,64,46473,,0
54937,suzuki25,,57,41491,,0
54938,bajaj,,44,23999,,0
54939,bajaj1,,39,36079,,0
54940,honda,,43,30006,,0
54941,suzuki,,62,39068,,0
54942,suzuki25,,34,47071,,0
54943,bajaj,,23,23483,,0
54944,bajaj1,,37,50569,,0
54945,honda,,37,27054,,0
54946,suzuki,,38,27315,,0
54947,suzuki25,,47,33284,,0
54948,bajaj,,52,27550,,0
54949,bajaj1,,22,21559,,0
54950,honda,,69,34215,,0
54951,suzuki,,24,43930,,0
54952,suzuki25,,65,39636,,0
54953,bajaj,,25,38797,,0
54954,bajaj1,,53,48045,,0
54955,honda,,38,25587,,0
54956,suzuki,,65,33613,,0
54957,suzuki25,,48,30182,,0
54958,bajaj,,27,31160,,0
54959,bajaj1,,32,24745,,0
54960,honda,,27,28783,,0
54961,suzuki,,35,50909,,0
54962,suzuki25,,47,36162,,0
54963,bajaj,,23,23544,,0
54964,bajaj1,,40,30566,,0
54965,honda,,57,39412,,0
54966,suzuki,,38,23239,,0
54967,suzuki25,,50,32580,,0
54968,bajaj,,51,46495,,0
54969,bajaj1,,33,26892,,0
54970,honda,,40,42056,,0
54971,suzuki,,27,23953,,0
54972,suzuki25,,62,40783,,0
54973,bajaj,,50,23279,,0
54974,bajaj1,,57,24521,,0
54975,honda,,23,32266,,0
54976,suzuki,,42,24042,,0
54977,suzuki25,,27,38342,,0
54978,bajaj,,45,40403,,0
54979,bajaj1,,21,30331,,0
54980,honda,,61,48812,,0
54981,suzuki,,49,41379,,0
54982,suzuki25,,43,32755,,0
54983,bajaj,,61,38358,,0
54984,bajaj1,,39,45331,,0
54985,honda,,66,23289,,0
54986,suzuki,,45,48953,,0
54987,suzuki25,,27,40626,,0
54988,bajaj,,34,21859,,0
54989,bajaj1,,39,29982,,0
54990,honda,,26,49850,,0
54991,suzuki,,38,37319,,0
54992,suzuki25,,23,39713,,0
54993,bajaj,,66,36048,,0
54994,bajaj1,,57,50702,,0
54995,honda,,57,34931,,0
54996,suzuki,,27,28568,,0
54997,suzuki25,,62,51886,,0
54998,bajaj,,20,36818,,0
54999,bajaj1,,32,40760,,0
55000,honda,,47,31832,,0
55001,suzuki,,33,38330,,0
55002,suzuki25,,61,47143,,0
55003,bajaj,,52,28732,,0
55004,bajaj1,,65,30130,,0
55005,honda,,49,21981,,0
55006,suzuki,,43,32562,,0
55007,suzuki25,,45,40392,,0
55008,bajaj,,48,31037,,0
55009,bajaj1,,37,50787,,0
55010,honda,,47,45978,,0
55011,suzuki,,29,27850,,0
55012,suzuki25,,48,31828,,0
55013,bajaj,,51,22651,,0
55014,bajaj1,,44,43277,,0
55015,honda,,24,28499,,0
55016,suzuki,,63,51861,,0
55017,suzuki25,,38,42425,,0
55018,bajaj,,38,48827,,0
55019,bajaj1,,63,48921,,0
55020,honda,,44,37987,,0
55021,suzuki,,27,29332,,0
55022,suzuki25,,20,30169,,0
55023,bajaj,,21,51189,,0
55024,bajaj1,,33,36197,,0
55025,honda,,67,49383,,0
55026,suzuki,,29,38944,,0
55027,suzuki25,,61,41574,,0
55028,bajaj,,39,39685,,0
55029,bajaj1,,34,29300,,0
55030,honda,,46,28235,,0
55031,suzuki,,49,32269,,0
55032,suzuki25,,27,37619,,0
55033,bajaj,,66,31580,,0
55034,bajaj1,,25,34461,,0
55035,honda,,47,39983,,0
55036,suzuki,,29,35231,,0
55037,suzuki25,,30,42153,,0
55038,bajaj,,51,35672,,0
55039,bajaj1,,58,23094,,0
55040,honda,,59,45250,,0
55041,suzuki,,61,24260,,0
55042,suzuki25,,56,43335,,0
55043,bajaj,,53,52273,,0
55044,bajaj1,,33,50646,,0
55045,honda,,23,41983,,0
55046,suzuki,,42,34357,,0
55047,suzuki25,,30,26447,,0
55048,bajaj,,48,37017,,0
55049,bajaj1,,44,27405,,0
55050,honda,,42,51060,,0
55051,suzuki,,20,48232,,0
55052,suzuki25,,29,29070,,0
55053,bajaj,,24,43397,,0
55054,bajaj1,,55,43095,,0
55055,honda,,58,49780,,0
55056,suzuki,,47,32892,,0
55057,suzuki25,,37,26211,,0
55058,bajaj,,34,41144,,0
55059,bajaj1,,37,45329,,0
55060,honda,,40,47853,,0
55061,suzuki,,29,23686,,0
55062,suzuki25,,66,39795,,0
55063,bajaj,,48,27394,,0
55064,bajaj1,,26,49839,,0
55065,honda,,30,44339,,0
55066,suzuki,,31,48360,,0
55067,suzuki25,,27,30890,,0
55068,bajaj,,30,44119,,0
55069,bajaj1,,59,41616,,0
55070,honda,,68,47485,,0
55071,suzuki,,20,37525,,0
55072,suzuki25,,24,23994,,0
55073,bajaj,,39,33322,,0
55074,bajaj1,,55,48154,,0
55075,honda,,21,48112,,0
55076,suzuki,,28,31858,,0
55077,suzuki25,,52,28528,,0
55078,bajaj,,55,23724,,0
55079,bajaj1,,32,27916,,0
55080,honda,,41,27743,,0
55081,suzuki,,41,24117,,0
55082,suzuki25,,65,42659,,0
55083,bajaj,,39,52703,,0
55084,bajaj1,,30,24099,,0
55085,honda,,41,38194,,0
55086,suzuki,,47,44915,,0
55087,suzuki25,,33,32899,,0
55088,bajaj,,62,28068,,0
55089,bajaj1,,42,49282,,0
55090,honda,,60,48406,,0
55091,suzuki,,39,31669,,0
55092,suzuki25,,46,20622,,0
55093,bajaj,,38,37925,,0
55094,bajaj1,,53,31880,,0
55095,honda,,36,30039,,0
55096,suzuki,,32,38095,,0
55097,suzuki25,,22,32381,,0
55098,bajaj,,28,51274,,0
55099,bajaj1,,24,23790,,0
55100,honda,,50,28441,,0
55101,suzuki,,41,27348,,0
55102,suzuki25,,51,32481,,0
55103,bajaj,,51,26148,,0
55104,bajaj1,,59,39267,,0
55105,honda,,63,37844,,0
55106,suzuki,,50,26964,,0
55107,suzuki25,,25,41800,,0
55108,bajaj,,54,49512,,0
55109,bajaj1,,31,26125,,0
55110,honda,,36,45489,,0
55111,suzuki,,46,45001,,0
55112,suzuki25,,38,34599,,0
55113,bajaj,,31,29298,,0
55114,bajaj1,,50,27016,,0
55115,honda,,61,27327,,0
55116,suzuki,,30,35682,,0
55117,suzuki25,,39,28892,,0
55118,bajaj,,61,41069,,0
55119,bajaj1,,57,49506,,0
55120,honda,,67,36383,,0
55121,suzuki,,50,21126,,0
55122,suzuki25,,44,35451,,0
55123,bajaj,,20,35217,,0
55124,bajaj1,,40,40234,,0
55125,honda,,34,25744,,0
55126,suzuki,,20,46796,,0
55127,suzuki25,,55,27724,,0
55128,bajaj,,53,21136,,0
55129,bajaj1,,20,33404,,0
55130,honda,,50,22018,,0
55131,suzuki,,23,24634,,0
55132,suzuki25,,48,41765,,0
55133,bajaj,,45,22708,,0
55134,bajaj1,,41,37058,,0
55135,honda,,60,46116,,0
55136,suzuki,,68,48383,,0
55137,suzuki25,,60,46850,,0
55138,bajaj,,44,28211,,0
55139,bajaj1,,31,43383,,0
55140,honda,,54,30201,,0
55141,suzuki,,46,29462,,0
55142,suzuki25,,20,51844,,0
55143,bajaj,,58,40647,,0
55144,bajaj1,,55,51762,,0
55145,honda,,54,23299,,0
55146,suzuki,,36,23907,,0
55147,suzuki25,,62,51783,,0
55148,bajaj,,65,27275,,0
55149,bajaj1,,46,47042,,0
55150,honda,,43,20614,,0
55151,suzuki,,30,33873,,0
55152,suzuki25,,22,23340,,0
55153,bajaj,,46,24494,,0
55154,bajaj1,,40,26150,,0
55155,honda,,69,41445,,0
55156,suzuki,,37,41472,,0
55157,suzuki25,,58,22791,,0
55158,bajaj,,25,44926,,0
55159,bajaj1,,36,24353,,0
55160,honda,,59,34100,,0
55161,suzuki,,22,35951,,0
55162,suzuki25,,48,21329,,0
55163,bajaj,,22,22990,,0
55164,bajaj1,,51,22972,,0
55165,honda,,39,34672,,0
55166,suzuki,,25,25698,,0
55167,suzuki25,,33,39891,,0
55168,bajaj,,69,25038,,0
55169,bajaj1,,38,20212,,0
55170,honda,,28,51194,,0
55171,suzuki,,32,46528,,0
55172,suzuki25,,48,47972,,0
55173,bajaj,,60,49611,,0
55174,bajaj1,,41,44133,,0
55175,honda,,53,26948,,0
55176,suzuki,,53,24254,,0
55177,suzuki25,,31,35625,,0
55178,bajaj,,33,36724,,0
55179,bajaj1,,30,25527,,0
55180,honda,,24,44255,,0
55181,suzuki,,20,42277,,0
55182,suzuki25,,59,21757,,0
55183,bajaj,,46,34961,,0
55184,bajaj1,,53,36364,,0
55185,honda,,47,27451,,0
55186,suzuki,,68,27991,,0
55187,suzuki25,,38,52209,,0
55188,bajaj,,69,41040,,0
55189,bajaj1,,32,48330,,0
55190,honda,,46,35807,,0
55191,suzuki,,34,40215,,0
55192,suzuki25,,41,30202,,0
55193,bajaj,,58,44951,,0
55194,bajaj1,,55,28022,,0
55195,honda,,21,24810,,0
55196,suzuki,,57,25628,,0
55197,suzuki25,,43,21064,,0
55198,bajaj,,61,44800,,0
55199,bajaj1,,26,31859,,0
55200,honda,,26,24846,,0
55201,suzuki,,40,32490,,0
55202,suzuki25,,31,46054,,0
55203,bajaj,,56,28512,,0
55204,bajaj1,,30,29418,,0
55205,honda,,21,48492,,0
55206,suzuki,,36,40084,,0
55207,suzuki25,,66,32386,,0
55208,bajaj,,46,44558,,0
55209,bajaj1,,65,46626,,0
55210,honda,,31,52476,,0
55211,suzuki,,42,28239,,0
55212,suzuki25,,41,50076,,0
55213,bajaj,,25,46147,,0
55214,bajaj1,,25,33554,,0
55215,honda,,24,52577,,0
55216,suzuki,,39,40957,,0
55217,suzuki25,,51,47211,,0
55218,bajaj,,51,32078,,0
55219,bajaj1,,63,20213,,0
55220,honda,,53,39258,,0
55221,suzuki,,30,39706,,0
55222,suzuki25,,60,45358,,0
55223,bajaj,,61,46445,,0
55224,bajaj1,,50,44578,,0
55225,honda,,22,48946,,0
55226,suzuki,,35,37297,,0
55227,suzuki25,,69,52431,,0
55228,bajaj,,58,21383,,0
55229,bajaj1,,43,21629,,0
55230,honda,,38,26076,,0
55231,suzuki,,31,30019,,0
55232,suzuki25,,27,21505,,0
55233,bajaj,,23,43557,,0
55234,bajaj1,,34,44856,,0
55235,honda,,33,48537,,0
55236,suzuki,,39,48585,,0
55237,suzuki25,,43,37178,,0
55238,bajaj,,56,41042,,0
55239,bajaj1,,63,36288,,0
55240,honda,,33,24927,,0
55241,suzuki,,62,20272,,0
55242,suzuki25,,23,41786,,0
55243,bajaj,,38,24912,,0
55244,bajaj1,,20,24581,,0
55245,honda,,38,41054,,0
55246,suzuki,,35,28677,,0
55247,suzuki25,,57,37377,,0
55248,bajaj,,51,51777,,0
55249,bajaj1,,44,51840,,0
55250,honda,,58,45900,,0
55251,suzuki,,33,45618,,0
55252,suzuki25,,52,20063,,0
55253,bajaj,,25,48950,,0
55254,bajaj1,,62,50346,,0
55255,honda,,27,30563,,0
55256,suzuki,,62,30444,,0
55257,suzuki25,,46,20098,,0
55258,bajaj,,58,27970,,0
55259,bajaj1,,65,46267,,0
55260,honda,,49,31036,,0
55261,suzuki,,25,26958,,0
55262,suzuki25,,62,48694,,0
55263,bajaj,,50,25988,,0
55264,bajaj1,,37,37862,,0
55265,honda,,47,29668,,0
55266,suzuki,,50,30513,,0
55267,suzuki25,,42,51113,,0
55268,bajaj,,50,32067,,0
55269,bajaj1,,29,43124,,0
55270,honda,,37,31966,,0
55271,suzuki,,66,34367,,0
55272,suzuki25,,41,25074,,0
55273,bajaj,,44,35218,,0
55274,bajaj1,,34,24431,,0
55275,honda,,60,29689,,0
55276,suzuki,,65,29527,,0
55277,suzuki25,,68,25781,,0
55278,bajaj,,57,28951,,0
55279,bajaj1,,27,21938,,0
55280,honda,,35,34327,,0
55281,suzuki,,25,25785,,0
55282,suzuki25,,44,27792,,0
55283,bajaj,,50,48359,,0
55284,bajaj1,,50,49310,,0
55285,honda,,57,46174,,0
55286,suzuki,,42,43926,,0
55287,suzuki25,,40,29242,,0
55288,bajaj,,61,22937,,0
55289,bajaj1,,57,45255,,0
55290,honda,,39,28009,,0
55291,suzuki,,43,28657,,0
55292,suzuki25,,42,26236,,0
55293,bajaj,,57,44027,,0
55294,bajaj1,,55,44367,,0
55295,honda,,59,27764,,0
55296,suzuki,,42,47613,,0
55297,suzuki25,,20,48999,,0
55298,bajaj,,24,35088,,0
55299,bajaj1,,44,29907,,0
55300,honda,,20,21143,,0
55301,suzuki,,56,44634,,0
55302,suzuki25,,63,46969,,0
55303,bajaj,,56,38717,,0
55304,bajaj1,,68,22792,,0
55305,honda,,64,22664,,0
55306,suzuki,,56,36569,,0
55307,suzuki25,,32,40330,,0
55308,bajaj,,44,44756,,0
55309,bajaj1,,45,48264,,0
55310,honda,,54,39815,,0
55311,suzuki,,65,22451,,0
55312,suzuki25,,31,36031,,0
55313,bajaj,,47,35414,,0
55314,bajaj1,,45,50778,,0
55315,honda,,69,30292,,0
55316,suzuki,,29,45399,,0
55317,suzuki25,,33,50642,,0
55318,bajaj,,32,35631,,0
55319,bajaj1,,29,30001,,0
55320,honda,,24,40808,,0
55321,suzuki,,53,31039,,0
55322,suzuki25,,60,48999,,0
55323,bajaj,,35,38318,,0
55324,bajaj1,,34,27782,,0
55325,honda,,27,30661,,0
55326,suzuki,,42,26726,,0
55327,suzuki25,,43,26965,,0
55328,bajaj,,27,40839,,0
55329,bajaj1,,34,45039,,0
55330,honda,,32,41493,,0
55331,suzuki,,67,27732,,0
55332,suzuki25,,54,40709,,0
55333,bajaj,,40,36397,,0
55334,bajaj1,,20,38241,,0
55335,honda,,22,45052,,0
55336,suzuki,,28,45024,,0
55337,suzuki25,,60,28499,,0
55338,bajaj,,61,32442,,0
55339,bajaj1,,60,38212,,0
55340,honda,,45,33722,,0
55341,suzuki,,62,41752,,0
55342,suzuki25,,24,50325,,0
55343,bajaj,,51,38723,,0
55344,bajaj1,,36,22394,,0
55345,honda,,58,32408,,0
55346,suzuki,,49,40426,,0
55347,suzuki25,,59,42426,,0
55348,bajaj,,38,41418,,0
55349,bajaj1,,60,32467,,0
55350,honda,,55,51383,,0
